strategy,trial,accuracy,hidden_channels,hidden_layers,learning_rate,warmup_epochs,down_sample,qb_link
CLOSEST-,0,0.5,256,2,0.019550373818782146,10,True,True
CLOSEST-,1,0.6839519650655022,256,1,0.0010405545606523962,30,True,False
CLOSEST-,2,0.6041486603284356,128,2,0.03860802129326132,30,False,False
CLOSEST-,3,0.6041486603284356,128,1,0.0866336606348169,10,False,False
CLOSEST-,4,0.6041486603284356,256,1,0.017179265611646087,10,False,True
CLOSEST-,5,0.6041486603284356,256,1,0.06429978597246903,20,False,False
CLOSEST-,6,0.6041486603284356,128,1,0.027813272493219198,20,False,False
CLOSEST-,7,0.6041486603284356,128,2,0.008702691664834753,10,False,False
CLOSEST-,8,0.6041486603284356,256,2,0.03867849935375128,20,False,False
CLOSEST-,9,0.6041486603284356,128,1,0.016643168180042384,30,False,True
CLOSEST-,10,0.6041486603284356,128,1,0.02989083085865481,10,False,True
CLOSEST-,11,0.7052401746724891,256,1,0.0010859620928180878,30,True,True
CLOSEST-,12,0.5283842794759825,256,2,0.0010573422503357378,30,True,False
CLOSEST-,13,0.5,128,2,0.003371001058962301,30,True,False
CLOSEST-,14,0.7096069868995634,256,1,0.0010483773538661556,30,True,True
CLOSEST-,15,0.6959606986899564,256,1,0.0010536903138922008,30,True,True
CLOSEST-,16,0.6915938864628821,256,1,0.0024906711682205285,30,True,True
CLOSEST-,17,0.7134279475982532,256,1,0.0024069279702554187,30,True,True
CLOSEST-,18,0.6975982532751092,256,1,0.0024061040421648125,30,True,True
CLOSEST-,19,0.6610262008733624,256,1,0.002967511026325341,30,True,True
CLOSEST-,20,0.6604803493449781,256,1,0.00579279516724072,30,True,True
CLOSEST-,21,0.652292576419214,256,1,0.006057966392070923,20,True,True
CLOSEST-,22,0.7106986899563319,256,1,0.0016588301301622482,30,True,True
CLOSEST-,23,0.7041484716157205,256,1,0.001530455332369988,30,True,True
CLOSEST-,24,0.6653930131004366,256,1,0.001703556204533949,30,True,True
CLOSEST-,25,0.6812227074235808,256,1,0.001805553590518707,30,True,True
CLOSEST-,26,0.6550218340611353,256,1,0.0045964764656387215,30,True,True
CLOSEST-,27,0.6828602620087336,256,1,0.004178393144257043,30,True,True
CLOSEST-,28,0.6697598253275109,256,1,0.003944735954738139,30,True,True
CLOSEST-,29,0.6533842794759825,256,1,0.001731316915717903,20,True,True
CLOSEST-,30,0.517467248908297,256,2,0.001437365588180757,30,True,True
CLOSEST-,31,0.5,256,2,0.00872903375972801,10,True,True
CLOSEST-,32,0.6779475982532751,256,1,0.0021347613934835866,30,True,True
CLOSEST-,33,0.6894104803493449,256,1,0.0013287811536983937,30,True,True
CLOSEST-,34,0.7085152838427947,256,1,0.0012700780508166948,30,True,True
CLOSEST-,35,0.7014192139737991,256,1,0.001205413320982244,30,True,True
CLOSEST-,36,0.6910480349344978,256,1,0.0021218067270396667,30,True,True
CLOSEST-,37,0.6555676855895196,256,1,0.002042327710657302,30,True,True
CLOSEST-,38,0.6566593886462883,256,1,0.0030784286768023575,10,True,True
CLOSEST-,39,0.6752183406113537,128,1,0.0030327457321847958,10,True,True
CLOSEST-,40,0.5010917030567685,128,1,0.01276604281064985,20,True,False
CLOSEST-,41,0.72990492653414,128,1,0.0014031660950971922,30,False,True
CLOSEST-,42,0.7036026200873362,256,1,0.001237345564203128,30,True,True
CLOSEST-,43,0.7104580812445981,128,1,0.0013664434938421208,30,False,True
CLOSEST-,44,0.6970613656006914,128,1,0.0014521903969040733,30,False,True
CLOSEST-,45,0.6823681936041487,128,1,0.002530615002016709,30,False,True
CLOSEST-,46,0.6568712186689715,128,1,0.002579349298928875,30,False,False
CLOSEST-,47,0.7191011235955056,128,1,0.0010013391846367327,30,False,True
CLOSEST-,48,0.6771823681936041,128,1,0.0018152469350652728,20,False,True
CLOSEST-,49,0.6853932584269663,128,1,0.0010098291932583167,30,False,False
CLOSEST-,50,0.6041486603284356,128,1,0.09372644716563092,30,False,False
CLOSEST-,51,0.5993949870354365,128,2,0.0010407628599563169,10,False,True
CLOSEST-,52,0.6983578219533275,128,1,0.0015447416737703946,30,False,True
CLOSEST-,53,0.6940363007778738,128,1,0.0015984935669968977,30,False,True
CLOSEST-,54,0.7199654278305964,128,1,0.0012565470794107618,30,False,True
CLOSEST-,55,0.7048401037165082,128,1,0.0012333662578526085,30,False,True
CLOSEST-,56,0.6949006050129646,128,1,0.0018987779855562164,30,False,True
CLOSEST-,57,0.7082973206568712,128,1,0.0020073540841800542,30,False,True
CLOSEST-,58,0.6041486603284356,128,1,0.06411296768896393,30,False,True
CLOSEST-,59,0.6041486603284356,128,1,0.07134908256747957,30,False,True
CLOSEST-,60,0.7035436473638721,128,1,0.001422805839362594,20,False,True
CLOSEST-,61,0.6041486603284356,128,1,0.006200039038222538,20,False,True
CLOSEST-,62,0.7117545375972342,128,1,0.0011543759503952504,30,False,True
CLOSEST-,63,0.6754537597234227,128,1,0.0011765711506680815,30,False,True
CLOSEST-,64,0.7277441659464131,128,1,0.0010061232245973046,30,False,True
CLOSEST-,65,0.6793431287813311,128,1,0.0022878816003145965,30,False,True
CLOSEST-,66,0.7052722558340536,128,1,0.001625152003839946,30,False,True
CLOSEST-,67,0.7186689714779603,128,1,0.0010237776484963751,30,False,True
CLOSEST-,68,0.719533275713051,128,1,0.0011072463363074401,30,False,True
CLOSEST-,69,0.7104580812445981,128,1,0.0010037247902624524,30,False,True
CLOSEST-,70,0.6041486603284356,128,1,0.02058326346415692,30,False,True
CLOSEST-,71,0.7031114952463267,128,1,0.001022949735707031,10,False,False
CLOSEST-,72,0.7225583405358686,128,1,0.0011901982624081399,30,False,True
CLOSEST-,73,0.7152117545375972,128,1,0.0011610749886694363,30,False,True
CLOSEST-,74,0.7165082108902333,128,1,0.0013474216251078343,30,False,True
CLOSEST-,75,0.7208297320656871,128,1,0.001325797177343036,30,False,True
CLOSEST-,76,0.7251512532411409,128,1,0.0013715403656269247,30,False,True
CLOSEST-,77,0.7113223854796888,128,1,0.0013400412776848243,30,False,True
CLOSEST-,78,0.7143474503025065,128,1,0.0013313112937311147,30,False,True
CLOSEST-,79,0.7156439066551427,128,1,0.0017609573866081325,30,False,True
CLOSEST-,80,0.6019878997407088,128,2,0.0016880237376565752,30,False,True
CLOSEST-,81,0.6970613656006914,128,1,0.0011817015353837526,30,False,True
CLOSEST-,82,0.7277441659464131,128,1,0.001188417410732937,30,False,True
CLOSEST-,83,0.700086430423509,128,1,0.0011260812981920155,30,False,True
CLOSEST-,84,0.7065687121866897,128,1,0.001502461471417974,30,False,True
CLOSEST-,85,0.6771823681936041,128,1,0.0015217778276143763,30,False,True
CLOSEST-,86,0.7134831460674157,128,1,0.0015104531942050413,30,False,True
CLOSEST-,87,0.709161624891962,128,1,0.0012565615067241112,30,False,True
CLOSEST-,88,0.7182368193604148,128,1,0.001289853636497502,10,False,True
CLOSEST-,89,0.6992221261884183,128,1,0.0019398828650283246,10,False,False
CLOSEST-,90,0.7013828867761452,128,1,0.0019824542140614407,30,False,False
CLOSEST-,91,0.7048401037165082,128,1,0.002211704120662857,30,False,True
CLOSEST-,92,0.7277441659464131,128,1,0.0010004740416409857,30,False,True
CLOSEST-,93,0.7203975799481418,128,1,0.0010899690312030125,30,False,True
CLOSEST-,94,0.7065687121866897,128,1,0.0011147624306018706,30,False,True
CLOSEST-,95,0.7156439066551427,128,1,0.0011015121518186109,30,False,True
CLOSEST-,96,0.7095937770095073,128,1,0.0011170428195447662,30,False,True
CLOSEST-,97,0.6940363007778738,128,1,0.0013902032509102934,30,False,True
CLOSEST-,98,0.7113223854796888,128,1,0.0012990858172894073,30,False,True
CLOSEST-,99,0.7074330164217805,128,1,0.0016737224434460452,20,False,True
CLOSEST-,100,0.6940363007778738,128,1,0.0017395863247181892,20,False,True
CLOSEST-,101,0.7126188418323249,128,1,0.0014458048541780048,30,False,True
CLOSEST-,102,0.7061365600691444,128,1,0.0010058903134535155,30,False,True
CLOSEST-,103,0.709161624891962,128,1,0.0010085009664921828,30,False,True
CLOSEST-,104,0.7143474503025065,128,1,0.0011681047124967442,30,False,True
CLOSEST-,105,0.7044079515989629,128,1,0.0012164649636334872,30,False,True
CLOSEST-,106,0.6961970613656007,128,1,0.001232212944503177,30,False,True
CLOSEST-,107,0.7074330164217805,128,1,0.0014211573110215069,30,False,True
CLOSEST-,108,0.7221261884183232,128,1,0.0014208342762212166,30,False,True
CLOSEST-,109,0.7212618841832324,128,1,0.0015787194353158547,30,False,True
CLOSEST-,110,0.6905790838375108,128,1,0.002815201605887515,30,False,True
CLOSEST-,111,0.6633535004321521,128,1,0.0028153594467160087,30,False,True
CLOSEST-,112,0.7113223854796888,128,1,0.0015436214866576684,30,False,True
CLOSEST-,113,0.7005185825410545,128,1,0.0015291834499016658,30,False,True
CLOSEST-,114,0.6041486603284356,128,1,0.011518492705307928,30,False,True
CLOSEST-,115,0.6923076923076923,128,1,0.0018086228800372004,30,False,True
CLOSEST-,116,0.6927398444252377,128,1,0.0018259529999897115,30,False,True
CLOSEST-,117,0.7260155574762316,128,1,0.0011157832322109546,30,False,True
CLOSEST-,118,0.6041486603284356,128,2,0.03518261405958922,30,False,True
CLOSEST-,119,0.7126188418323249,128,1,0.0011054534782974097,30,False,True
CLOSEST-,120,0.6996542783059637,128,1,0.0013122488268758241,30,False,True
CLOSEST-,121,0.7087294727744166,128,1,0.001342574952136098,30,False,True
CLOSEST-,122,0.7026793431287813,128,1,0.0011058001707910233,30,False,True
CLOSEST-,123,0.6888504753673294,128,1,0.0011987387708304535,30,False,True
CLOSEST-,124,0.7074330164217805,128,1,0.0011833820141978577,30,False,True
CLOSEST-,125,0.7061365600691444,128,1,0.0016282906655917103,30,False,True
CLOSEST-,126,0.7070008643042351,128,1,0.0016480603129962466,30,False,False
CLOSEST-,127,0.698789974070873,128,1,0.0014110433508315193,30,False,False
CLOSEST-,128,0.6547104580812446,128,1,0.006817682842129285,30,False,True
CLOSEST-,129,0.6041486603284356,128,1,0.006980453786519042,10,False,True
CLOSEST-,130,0.719533275713051,128,1,0.0010906845866041285,10,False,True
CLOSEST-,131,0.7121866897147796,128,1,0.0010975727188531508,30,False,True
CLOSEST-,132,0.7169403630077787,128,1,0.001013255383389915,30,False,True
CLOSEST-,133,0.7121866897147796,128,1,0.00122365612306356,10,False,True
CLOSEST-,134,0.7143474503025065,128,1,0.0010023392964040323,30,False,True
CLOSEST-,135,0.7182368193604148,128,1,0.0013037746689257045,10,False,True
CLOSEST-,136,0.7139152981849611,128,1,0.001437004557238191,10,False,True
CLOSEST-,137,0.7074330164217805,128,1,0.0014317360753780296,10,False,True
CLOSEST-,138,0.7208297320656871,128,1,0.0011080701367880577,10,False,True
CLOSEST-,139,0.6927398444252377,128,1,0.0011066467479347688,20,False,True
CLOSEST-,140,0.7139152981849611,128,1,0.0012651448307308738,20,False,True
CLOSEST-,141,0.6974935177182369,128,1,0.0012566814174584985,30,False,True
CLOSEST-,142,0.7108902333621435,128,1,0.001108887591701442,10,False,True
CLOSEST-,143,0.7286084701815039,128,1,0.0011124258436416843,10,False,True
CLOSEST-,144,0.7057044079515989,128,1,0.0011406566559960106,10,False,True
CLOSEST-,145,0.7005185825410545,128,1,0.001349022118938443,10,False,True
CLOSEST-,146,0.6430423509075195,128,1,0.003679984439561742,10,False,True
CLOSEST-,147,0.7095937770095073,128,1,0.0014787734316769514,10,False,True
CLOSEST-,148,0.7044079515989629,128,1,0.0015215065800129486,30,False,True
CLOSEST-,149,0.7173725151253241,128,1,0.0015854386398152392,30,False,True
CLOSEST-,150,0.6823681936041487,128,1,0.004851181549811033,30,False,True
CLOSEST-,151,0.7078651685393258,128,1,0.0012174383079724472,30,False,True
CLOSEST-,152,0.7147796024200519,128,1,0.0011005175940828544,10,False,True
CLOSEST-,153,0.7221261884183232,128,1,0.001068900654276773,10,False,True
CLOSEST-,154,0.6041486603284356,128,1,0.02096167540722937,10,False,True
CLOSEST-,155,0.7143474503025065,128,1,0.0012942940528273422,10,False,True
CLOSEST-,156,0.6983578219533275,128,1,0.0013078460864070765,10,False,True
CLOSEST-,157,0.6983578219533275,128,1,0.0012131526551356273,30,False,True
CLOSEST-,158,0.7134831460674157,128,1,0.0010063406236924723,30,False,True
CLOSEST-,159,0.702247191011236,128,1,0.0011722813839738797,30,False,True
CLOSEST-,160,0.6045808124459809,128,2,0.0011750881959378672,30,False,True
CLOSEST-,161,0.7065687121866897,128,1,0.0013765043160134463,30,False,True
CLOSEST-,162,0.7234226447709594,128,1,0.0010439295340394597,10,False,True
CLOSEST-,163,0.7048401037165082,128,1,0.0010736388984939605,10,False,True
CLOSEST-,164,0.7035436473638721,128,1,0.0010049644546885057,10,False,True
CLOSEST-,165,0.7078651685393258,128,1,0.0010782902863032441,10,False,True
CLOSEST-,166,0.7368193604148661,128,1,0.0010967204291797324,10,False,True
CLOSEST-,167,0.6979256698357822,128,1,0.0013758385735549077,10,False,True
CLOSEST-,168,0.6849611063094209,128,1,0.0013715248171506207,10,False,True
CLOSEST-,169,0.7026793431287813,128,1,0.0012382904662541431,10,False,True
CLOSEST-,170,0.7139152981849611,128,1,0.001191770964298998,10,False,True
CLOSEST-,171,0.7199654278305964,128,1,0.001171878247079898,10,False,False
CLOSEST-,172,0.7251512532411409,128,1,0.0010046709741307633,10,False,True
CLOSEST-,173,0.7113223854796888,128,1,0.001006037856112783,10,False,False
CLOSEST-,174,0.7208297320656871,128,1,0.001003630572611547,10,False,True
CLOSEST-,175,0.7178046672428695,128,1,0.0010870855591658703,10,False,True
CLOSEST-,176,0.6041486603284356,128,1,0.05226685783110939,10,False,True
CLOSEST-,177,0.7074330164217805,128,1,0.0010678267476351983,10,False,True
CLOSEST-,178,0.7095937770095073,128,1,0.00100771958889982,10,False,True
CLOSEST-,179,0.7087294727744166,256,1,0.0010165061489816065,10,False,True
CLOSEST-,180,0.7126188418323249,256,1,0.0012772015180406075,10,False,True
CLOSEST-,181,0.6836646499567848,128,1,0.0012797811542795878,10,False,True
CLOSEST-,182,0.7203975799481418,128,1,0.0011415461026123453,10,False,True
CLOSEST-,183,0.7234226447709594,128,1,0.0011291096448645189,10,False,True
CLOSEST-,184,0.6983578219533275,128,1,0.0011386118794062456,10,False,True
CLOSEST-,185,0.7143474503025065,128,1,0.0011417430685835258,10,False,True
CLOSEST-,186,0.6996542783059637,128,1,0.001463074876116331,10,False,True
CLOSEST-,187,0.7044079515989629,128,1,0.0014513815057587425,10,False,True
CLOSEST-,188,0.7057044079515989,128,1,0.0012379868103717304,10,False,True
CLOSEST-,189,0.7178046672428695,128,1,0.0010013482361803578,10,False,True
CLOSEST-,190,0.7035436473638721,128,1,0.0010930173659593966,10,False,True
CLOSEST-,191,0.7008733624454149,128,1,0.0011020665748039584,10,True,True
CLOSEST-,192,0.7208297320656871,128,1,0.0011629798914807245,10,False,True
CLOSEST-,193,0.7130509939498704,128,1,0.0011957261251411167,10,False,True
CLOSEST-,194,0.7165082108902333,128,1,0.0013200291505362216,10,False,True
CLOSEST-,195,0.7087294727744166,128,1,0.0013340539916756426,10,False,True
CLOSEST-,196,0.7039757994814174,128,1,0.0015983144188174343,10,False,True
CLOSEST-,197,0.7048401037165082,128,1,0.0016302352588767053,20,False,True
CLOSEST-,198,0.7203975799481418,128,1,0.001193773831715228,20,False,True
CLOSEST-,199,0.7009507346585998,128,1,0.0010029972147157847,30,False,True
QB-CLOSEST-,0,0.49945414847161573,128,1,0.00755435535314361,20,True,True
QB-CLOSEST-,1,0.6041486603284356,128,2,0.02356621929208995,10,False,True
QB-CLOSEST-,2,0.5,128,2,0.08810836004195824,20,True,True
QB-CLOSEST-,3,0.5,128,1,0.02621848070119332,30,True,True
QB-CLOSEST-,4,0.6041486603284356,256,2,0.011329697798712774,10,False,False
QB-CLOSEST-,5,0.6041486603284356,128,2,0.051161036577780726,20,False,True
QB-CLOSEST-,6,0.5,256,2,0.004746037951268561,20,True,True
QB-CLOSEST-,7,0.5,128,1,0.020545555002870475,20,True,False
QB-CLOSEST-,8,0.6041486603284356,256,2,0.005474992908772481,30,False,True
QB-CLOSEST-,9,0.6041486603284356,128,1,0.008588194340084253,10,False,False
QB-CLOSEST-,10,0.5,128,2,0.0026313419399170853,10,True,False
QB-CLOSEST-,11,0.6041486603284356,256,2,0.0018307006825638624,10,False,False
QB-CLOSEST-,12,0.6037165082108902,256,2,0.0010720589191097684,10,False,False
QB-CLOSEST-,13,0.6041486603284356,256,2,0.017550366169398146,10,False,False
QB-CLOSEST-,14,0.6041486603284356,256,2,0.019234816588982153,10,False,False
QB-CLOSEST-,15,0.6041486603284356,256,2,0.038350859682056454,10,False,True
QB-CLOSEST-,16,0.6041486603284356,256,2,0.03288748175284062,10,False,True
QB-CLOSEST-,17,0.6041486603284356,128,2,0.012711614944364652,10,False,True
QB-CLOSEST-,18,0.6041486603284356,128,1,0.01276599826030909,30,False,False
QB-CLOSEST-,19,0.6041486603284356,128,1,0.06806943730195018,30,False,False
QB-CLOSEST-,20,0.6041486603284356,256,2,0.06822993818326673,10,False,False
QB-CLOSEST-,21,0.6041486603284356,256,2,0.0028501793239247243,10,False,False
QB-CLOSEST-,22,0.6041486603284356,128,2,0.04807828901609195,20,False,True
QB-CLOSEST-,23,0.6041486603284356,128,2,0.04259212970545943,20,False,True
QB-CLOSEST-,24,0.6041486603284356,128,2,0.04630663198527526,20,False,True
QB-CLOSEST-,25,0.6041486603284356,128,2,0.02714574683638509,20,False,True
QB-CLOSEST-,26,0.6041486603284356,128,2,0.02793100758983385,20,False,True
QB-CLOSEST-,27,0.6041486603284356,128,2,0.012439460678413145,10,False,True
QB-CLOSEST-,28,0.6041486603284356,128,2,0.012246841020710577,10,False,True
QB-CLOSEST-,29,0.6041486603284356,256,2,0.09889147080744233,30,False,True
QB-CLOSEST-,30,0.6337336244541485,256,1,0.005719178505960063,30,True,True
QB-CLOSEST-,31,0.5338427947598253,128,1,0.006400811775792898,20,True,True
QB-CLOSEST-,32,0.6041486603284356,256,2,0.005027215713292411,30,False,True
QB-CLOSEST-,33,0.6708515283842795,256,1,0.003804260320703568,30,True,True
QB-CLOSEST-,34,0.6244541484716157,256,1,0.008389067456406905,30,True,True
QB-CLOSEST-,35,0.6768558951965066,256,1,0.0029996202861634464,30,True,True
QB-CLOSEST-,36,0.6561135371179039,256,1,0.0035976637195242957,30,True,True
QB-CLOSEST-,37,0.6752183406113537,256,1,0.0036919021570209166,30,True,True
QB-CLOSEST-,38,0.6839519650655022,256,1,0.0034117561914255253,30,True,True
QB-CLOSEST-,39,0.6588427947598253,256,1,0.003969538240607171,30,True,True
QB-CLOSEST-,40,0.7030567685589519,256,1,0.0016368676204164994,30,True,True
QB-CLOSEST-,41,0.6910480349344978,256,1,0.0017634457024198438,30,True,True
QB-CLOSEST-,42,0.6795851528384279,256,1,0.001778735951191494,30,True,True
QB-CLOSEST-,43,0.7079694323144105,256,1,0.001660736374839286,30,True,True
QB-CLOSEST-,44,0.6844978165938864,256,1,0.0015573015656977212,30,True,True
QB-CLOSEST-,45,0.6872270742358079,256,1,0.00164190524066321,30,True,True
QB-CLOSEST-,46,0.7221615720524017,256,1,0.0010731235412562907,30,True,True
QB-CLOSEST-,47,0.7019650655021834,256,1,0.0010752757175939676,30,True,True
QB-CLOSEST-,48,0.7074235807860262,256,1,0.001194174705134487,30,True,True
QB-CLOSEST-,49,0.7074235807860262,256,1,0.0010229922770613395,30,True,True
QB-CLOSEST-,50,0.7041484716157205,256,1,0.0010245051662853347,30,True,True
QB-CLOSEST-,51,0.6899563318777293,256,1,0.001243864134217115,30,True,True
QB-CLOSEST-,52,0.6970524017467249,256,1,0.001280152495068223,30,True,True
QB-CLOSEST-,53,0.6746724890829694,256,1,0.0022623313399584327,30,True,True
QB-CLOSEST-,54,0.6997816593886463,256,1,0.0021738754312156227,30,True,True
QB-CLOSEST-,55,0.7079694323144105,256,1,0.0013586757882852309,30,True,True
QB-CLOSEST-,56,0.7123362445414847,256,1,0.0013790442971354571,30,True,True
QB-CLOSEST-,57,0.6975982532751092,256,1,0.0010030092182251081,30,True,True
QB-CLOSEST-,58,0.6823144104803494,256,1,0.0013051891158427102,30,True,True
QB-CLOSEST-,59,0.7003275109170306,256,1,0.0013709746306840849,30,True,True
QB-CLOSEST-,60,0.6806768558951966,256,1,0.0021334556166562094,30,True,True
QB-CLOSEST-,61,0.6965065502183406,256,1,0.0013452221033954264,30,True,False
QB-CLOSEST-,62,0.7183406113537117,256,1,0.0011674206977253544,30,True,True
QB-CLOSEST-,63,0.6872270742358079,256,1,0.0014404109051187701,30,True,True
QB-CLOSEST-,64,0.7106986899563319,256,1,0.0012092382320408718,30,True,True
QB-CLOSEST-,65,0.6965065502183406,256,1,0.002033581522521134,30,True,True
QB-CLOSEST-,66,0.6703056768558951,256,1,0.0011797274626878685,30,True,True
QB-CLOSEST-,67,0.7008733624454149,256,1,0.0024469668670735268,30,True,True
QB-CLOSEST-,68,0.6915938864628821,256,1,0.0011819225015017774,30,True,True
QB-CLOSEST-,69,0.6888646288209607,256,1,0.0019316355115751348,30,True,False
QB-CLOSEST-,70,0.6877729257641921,256,1,0.0019051717608988227,30,True,False
QB-CLOSEST-,71,0.6975982532751092,256,1,0.0014373640534737474,30,True,True
QB-CLOSEST-,72,0.7025109170305677,256,1,0.001470119189869466,30,True,True
QB-CLOSEST-,73,0.6926855895196506,256,1,0.0011430299798735211,30,True,True
QB-CLOSEST-,74,0.7014192139737991,256,1,0.0010000251170333943,30,True,True
QB-CLOSEST-,75,0.7019650655021834,256,1,0.0010287624901299964,30,True,True
QB-CLOSEST-,76,0.7063318777292577,256,1,0.001596353703165091,20,True,True
QB-CLOSEST-,77,0.6779475982532751,256,1,0.0016230482800988534,20,True,True
QB-CLOSEST-,78,0.6713973799126638,256,1,0.002765206194008485,30,True,True
QB-CLOSEST-,79,0.7025109170305677,256,1,0.0012093230974958191,30,True,True
QB-CLOSEST-,80,0.7041484716157205,256,1,0.0012087229380882188,30,True,True
QB-CLOSEST-,81,0.6512008733624454,256,1,0.002483871185739609,30,True,True
QB-CLOSEST-,82,0.7041484716157205,256,1,0.0015212543278523018,20,True,True
QB-CLOSEST-,83,0.6915938864628821,256,1,0.0015227830846585807,20,True,True
QB-CLOSEST-,84,0.6975982532751092,256,1,0.0017479349334849317,20,True,True
QB-CLOSEST-,85,0.6937772925764192,256,1,0.0018723906184864743,20,True,True
QB-CLOSEST-,86,0.7025109170305677,256,1,0.0011144761615281896,20,True,True
QB-CLOSEST-,87,0.7030567685589519,256,1,0.0011113698331398475,20,True,True
QB-CLOSEST-,88,0.6899563318777293,256,1,0.0013343740925630715,10,True,True
QB-CLOSEST-,89,0.6986899563318777,256,1,0.0013410344334860982,10,True,True
QB-CLOSEST-,90,0.7046943231441049,128,1,0.0031219916619907684,30,True,True
